"Quadrat","Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"I8",16,630,302,161,27,0,"Dextral"
"I8",17,889,241,53,18,317,"Dextral"
"I8",18,141,177,116,24,226,"Dextral"
"I8",19,828,141,108,24,28,"Sinistral"
"I8",20,852,71,103,23,135,"Sinistral"
"I9",1,683,866,131,25,313,"Dextral"
"I9",2,115,803,86,22,218,"Dextral"
"I9",3,718,734,83,22,248,"Dextral"
"I9",4,182,716,135,25,145,"Dextral"
"I9",5,552,676,251,30,337,"Sinistral"
"I9",6,334,580,110,24,244,"Dextral"
"I9",7,553,555,134,25,155,"Dextral"
"I9",8,179,552,127,25,312,"Dextral"
"I9",9,903,536,109,24,354,"Dextral"
"I9",10,328,535,76,21,14,"Sinistral"
"I9",11,862,513,131,25,80,"Sinistral"
"I9",12,552,507,189,28,3,"Dextral"
"I9",13,921,404,140,26,77,"Dextral"
"I9",14,621,381,238,30,142,"Dextral"
"I9",15,740,366,125,25,67,"Sinistral"
"I9",16,447,311,57,19,4,"Dextral"
"I9",17,122,309,171,27,313,"Dextral"
"I9",18,841,140,143,26,316,"Sinistral"
"I9",19,633,120,115,24,336,"Sinistral"
"I9",20,635,47,84,22,88,"Sinistral"
"J1",1,677,896,112,24,332,"Sinistral"
"J1",2,701,688,125,25,124,"Sinistral"
"J1",3,404,605,195,28,187,"Sinistral"
"J1",4,710,599,154,26,302,"Dextral"
"J1",5,578,587,120,24,65,"Dextral"
"J1",6,141,553,96,23,194,"Dextral"
"J1",7,752,521,121,24,271,"Sinistral"
"J1",8,568,505,147,26,112,"Sinistral"
"J1",9,928,494,103,23,246,"Sinistral"
"J1",10,800,452,140,26,218,"Sinistral"
"J1",11,867,412,132,25,49,"Sinistral"
"J1",12,676,388,96,23,197,"Dextral"
"J1",13,155,387,137,25,14,"Sinistral"
"J1",14,154,320,118,24,83,"Sinistral"
"J1",15,672,266,136,25,131,"Dextral"
"J1",16,137,104,138,25,194,"Sinistral"
"J1",17,285,91,54,18,95,"Sinistral"
"J1",18,264,48,122,25,72,"Sinistral"
"J1",19,168,34,119,24,69,"Sinistral"
"J1",20,180,33,99,23,269,"Dextral"
"J10",1,100,932,126,25,344,"Dextral"
"J10",2,533,894,136,25,316,"Dextral"
"J10",3,807,867,160,27,171,"Dextral"
"J10",4,58,838,27,13,206,"Sinistral"
"J10",5,596,830,135,25,14,"Dextral"
"J10",6,274,803,145,26,117,"Dextral"
"J10",7,738,794,162,27,346,"Dextral"
"J10",8,896,781,78,21,269,"Dextral"
"J10",9,661,696,133,25,195,"Dextral"
"J10",10,854,680,186,28,146,"Dextral"
"J10",11,663,646,97,23,234,"Sinistral"
"J10",12,587,633,175,27,21,"Dextral"
"J10",13,118,388,174,27,282,"Dextral"
"J10",14,223,373,128,25,231,"Dextral"
"J10",15,91,313,162,27,350,"Sinistral"
"J10",16,802,303,140,26,118,"Sinistral"
"J10",17,99,297,176,27,51,"Sinistral"
"J10",18,275,234,107,24,338,"Dextral"
"J10",19,72,179,39,16,42,"Sinistral"
"J10",20,178,83,84,22,196,"Dextral"
"J2",1,860,915,147,26,119,"Dextral"
"J2",2,432,868,162,27,119,"Dextral"
"J2",3,798,818,154,26,192,"Dextral"
"J2",4,74,753,197,28,21,"Sinistral"
"J2",5,52,727,132,25,182,"Sinistral"
"J2",6,649,649,108,24,185,"Dextral"
"J2",7,462,642,163,27,151,"Dextral"
"J2",8,606,609,128,25,324,"Dextral"
"J2",9,819,569,76,21,194,"Dextral"
"J2",10,820,549,52,18,242,"Sinistral"
"J2",11,168,478,131,25,309,"Sinistral"
"J2",12,451,440,166,27,149,"Dextral"
"J2",13,361,410,159,27,131,"Dextral"
"J2",14,771,409,158,27,242,"Sinistral"
"J2",15,522,315,204,28,84,"Dextral"
"J2",16,891,297,62,19,8,"Sinistral"
"J2",17,663,247,137,25,313,"Dextral"
"J2",18,595,145,228,29,14,"Dextral"
"J2",19,47,79,155,26,95,"Sinistral"
"J2",20,497,31,107,23,63,"Sinistral"
"J3",1,810,948,94,23,105,"Sinistral"
"J3",2,227,932,97,23,260,"Dextral"
"J3",3,509,846,178,27,142,"Sinistral"
"J3",4,524,784,204,28,322,"Dextral"
"J3",5,948,774,105,23,39,"Sinistral"
"J3",6,788,730,82,21,328,"Dextral"
"J3",7,712,719,99,23,62,"Sinistral"
"J3",8,36,696,141,26,261,"Dextral"
"J3",9,592,678,177,27,178,"Dextral"
"J3",10,481,660,102,23,247,"Dextral"
"J3",11,486,546,132,25,168,"Dextral"
"J3",12,318,340,117,24,302,"Dextral"
"J3",13,777,334,54,18,247,"Sinistral"
"J3",14,461,276,63,19,178,"Sinistral"
"J3",15,950,260,106,23,316,"Sinistral"
"J3",16,42,250,145,26,161,"Dextral"
"J3",17,758,236,141,26,282,"Dextral"
"J3",18,569,223,106,23,351,"Sinistral"
"J3",19,314,118,68,20,104,"Dextral"
"J3",20,672,45,90,22,20,"Dextral"
"J4",1,144,916,99,23,58,"Sinistral"
"J4",2,369,865,191,28,135,"Sinistral"
"J4",3,451,861,157,26,234,"Sinistral"
"J4",4,285,741,235,30,168,"Dextral"
"J4",5,257,725,167,27,238,"Dextral"
"J4",6,668,652,137,25,301,"Dextral"
"J4",7,647,641,141,26,286,"Sinistral"
"J4",8,388,634,22,12,82,"Dextral"
"J4",9,617,615,182,28,184,"Dextral"
"J4",10,708,569,125,25,231,"Dextral"
"J4",11,756,505,37,15,317,"Sinistral"
"J4",12,812,481,141,26,198,"Sinistral"
"J4",13,622,455,29,14,83,"Sinistral"
"J4",14,948,360,121,24,238,"Dextral"
"J4",15,899,357,133,25,155,"Dextral"
"J4",16,388,292,94,22,280,"Dextral"
"J4",17,534,190,107,24,227,"Dextral"
"J4",18,452,137,136,25,214,"Dextral"
"J4",19,540,122,27,13,60,"Sinistral"
"J4",20,68,39,150,26,286,"Dextral"
"J5",1,158,919,120,24,337,"Dextral"
"J5",2,344,848,161,27,282,"Dextral"
"J5",3,521,767,141,26,22,"Dextral"
"J5",4,542,758,114,24,337,"Sinistral"
"J5",5,183,661,257,30,106,"Sinistral"
"J5",6,666,609,136,25,102,"Sinistral"
"J5",7,716,606,207,29,150,"Dextral"
"J5",8,386,530,144,26,354,"Dextral"
"J5",9,936,430,109,24,237,"Sinistral"
"J5",10,357,405,134,25,115,"Sinistral"
"J5",11,500,384,155,26,221,"Sinistral"
"J5",12,243,334,125,25,22,"Dextral"
"J5",13,500,310,159,27,167,"Sinistral"
"J5",14,42,255,207,29,307,"Dextral"
"J5",15,285,250,107,24,54,"Dextral"
"J5",16,510,237,158,26,143,"Dextral"
"J5",17,269,204,129,25,221,"Dextral"
"J5",18,274,197,124,25,297,"Sinistral"
"J5",19,612,183,124,25,32,"Dextral"
"J5",20,249,82,80,21,298,"Dextral"
"J6",1,814,892,122,25,357,"Dextral"
"J6",2,388,814,132,25,328,"Sinistral"
"J6",3,542,794,153,26,244,"Dextral"
"J6",4,922,778,146,26,88,"Dextral"
"J6",5,26,718,98,23,186,"Sinistral"
"J6",6,892,702,138,25,183,"Dextral"
"J6",7,342,624,156,26,75,"Dextral"
"J6",8,593,622,128,25,143,"Sinistral"
"J6",9,135,568,80,21,21,"Sinistral"
"J6",10,676,530,111,24,305,"Dextral"
"J6",11,444,517,147,26,337,"Dextral"
"J6",12,319,425,68,20,106,"Sinistral"
"J6",13,758,408,147,26,311,"Dextral"
"J6",14,937,267,192,28,14,"Dextral"
"J6",15,397,255,84,22,146,"Dextral"
"J6",16,742,247,160,27,114,"Dextral"
"J6",17,728,244,145,26,237,"Dextral"
"J6",18,638,195,136,25,153,"Dextral"
"J6",19,153,179,79,21,213,"Dextral"
"J6",20,166,90,123,25,179,"Dextral"
"J7",1,860,912,129,25,128,"Sinistral"
"J7",2,211,762,85,22,194,"Dextral"
"J7",3,551,739,179,27,313,"Dextral"
"J7",4,434,715,107,24,201,"Sinistral"
"J7",5,349,649,140,26,121,"Sinistral"
"J7",6,369,634,166,27,137,"Dextral"
"J7",7,84,466,111,24,358,"Sinistral"
"J7",8,539,453,87,22,115,"Sinistral"
"J7",9,258,441,100,23,250,"Sinistral"
"J7",10,843,383,143,26,200,"Sinistral"
"J7",11,68,361,90,22,147,"Sinistral"
"J7",12,417,340,172,27,101,"Dextral"
"J7",13,677,261,100,23,145,"Sinistral"
"J7",14,712,231,148,26,121,"Dextral"
"J7",15,456,164,140,26,4,"Dextral"
"J7",16,741,159,113,24,3,"Dextral"
"J7",17,855,141,95,23,231,"Sinistral"
"J7",18,741,82,102,23,310,"Dextral"
"J7",19,711,49,34,15,184,"Dextral"
"J7",20,562,34,134,25,180,"Sinistral"
"J8",1,895,928,65,20,184,"Sinistral"
"J8",2,249,913,191,28,121,"Dextral"
"J8",3,139,822,105,23,356,"Sinistral"
"J8",4,155,758,163,27,237,"Sinistral"
"J8",5,326,722,139,26,228,"Dextral"
"J8",6,658,715,126,25,287,"Dextral"
"J8",7,898,598,226,29,19,"Dextral"
"J8",8,105,590,177,27,74,"Sinistral"
"J8",9,797,547,165,27,239,"Dextral"
"J8",10,672,495,155,26,48,"Dextral"
"J8",11,710,400,79,21,351,"Sinistral"
"J8",12,390,286,140,26,190,"Sinistral"
"J8",13,673,281,102,23,88,"Sinistral"
"J8",14,186,280,164,27,67,"Dextral"
"J8",15,897,266,202,28,229,"Dextral"
"J8",16,458,241,127,25,236,"Sinistral"
"J8",17,765,116,132,25,335,"Dextral"
"J8",18,717,77,98,23,230,"Sinistral"
"J8",19,63,74,139,26,289,"Sinistral"
"J8",20,613,29,112,24,66,"Sinistral"
"J9",1,583,923,121,24,282,"Dextral"
"J9",2,68,889,129,25,38,"Dextral"
"J9",3,109,798,210,29,30,"Dextral"
"J9",4,154,759,121,24,19,"Sinistral"
"J9",5,423,716,101,23,144,"Dextral"
"J9",6,758,665,63,19,173,"Sinistral"
"J9",7,606,658,145,26,289,"Dextral"
"J9",8,936,582,117,24,113,"Dextral"
"J9",9,362,570,17,10,151,"Sinistral"
"J9",10,265,563,82,21,127,"Dextral"
"J9",11,846,513,152,26,107,"Sinistral"
"J9",12,897,427,69,20,229,"Dextral"
"J9",13,782,394,135,25,97,"Dextral"
"J9",14,405,371,89,22,281,"Sinistral"
"J9",15,670,318,81,21,70,"Dextral"
"J9",16,372,230,190,28,346,"Sinistral"
"J9",17,345,190,193,28,356,"Dextral"
"J9",18,409,171,39,16,305,"Sinistral"
"J9",19,182,61,156,26,113,"Dextral"
"J9",20,212,49,181,28,118,"Sinistral"
